name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Japan Sales
Sniper Elite 4,2017-02-13,3,4,709,78,2024-04-23 01:11:21,712,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,4,PlayStation 5,Xbox Series S/X,PC,PlayStation 4,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Co-op,Open World,cooperative,Third Person,FPS,Gore,Steam Leaderboards,Violent,Stealth,Tactical,Third-Person Shooter,Nudity,War,World War II,Sniper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,555068,119954,Rebellion Developments,Rebellion Developments,90000
Call of Duty: Modern Warfare Remastered,2016-10-05,3,4,1096,86,2024-08-09 12:46:12,1102,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,First-Person,FPS,Online Co-Op,Violent,Online multiplayer,War,Remake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,547486,110908,Activision,Infinity Ward,300000
Call of Duty: Modern Warfare Remastered,2016-10-05,3,4,1096,86,2024-08-09 12:46:12,1102,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,First-Person,FPS,Online Co-Op,Violent,Online multiplayer,War,Remake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,547486,110908,Activision,Infinity Ward,60000
Yakuza Kiwami,2016-01-21,4,4,743,83,2024-08-21 07:18:57,756,Mature,'Action',Adventure,RPG,Fighting,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,RPG,Story Rich,Open World,Beat 'em up,Crime,Steam Trading Cards,Minigames,Single player only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,550652,117190,Sega,Sega,70000
Injustice 2,2017-05-09,3,4,931,88,2024-08-19 18:55:15,940,Teen,'Fighting',0,0,0,0,0,0,0,0,0,0,5,Android,PlayStation 4,PC,Xbox One,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Google Play,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Online multiplayer,Local Multiplayer,In-App Purchases,Comic Book,Superhero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,677220,203564,Warner Bros. Interactive Entertainment,NetherRealm Studios,540000
The Evil Within 2,2017-10-11,4,4,788,82,2024-08-24 20:53:28,796,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Atmospheric,Story Rich,Horror,FPS,Gore,Violent,Third-Person Shooter,Survival Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,547486,117190,Bethesda Softworks,Tango Gameworks,490000
The Evil Within 2,2017-10-11,4,4,788,82,2024-08-24 20:53:28,796,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Atmospheric,Story Rich,Horror,FPS,Gore,Violent,Third-Person Shooter,Survival Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,547486,117190,Bethesda Softworks,Tango Gameworks,100000
Spyro Reignited Trilogy,2018-11-13,4,4,523,80,2024-08-25 03:54:10,530,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Fantasy,Classic,Family Friendly,Cute,Colorful,Steam Trading Cards,Remake,3D Platformer,Dragons,Masterpiece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,552989,119954,Activision,Toys for Bob,240000
Overcooked! 2,2018-08-06,4,4,760,82,2024-08-16 13:27:17,772,Everyone,'Action',Casual,Indie,0,0,0,0,0,0,0,0,6,Xbox One,PlayStation 4,Nintendo Switch,Linux,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Nintendo Store,Steam,Xbox Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,cooperative,Online Co-Op,Online multiplayer,Split Screen,Local Co-Op,Local Multiplayer,party,communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,735039,127581,Sold Out,Ghost Town Games,60000
Overcooked! 2,2018-08-06,4,4,760,82,2024-08-16 13:27:17,772,Everyone,'Action',Casual,Indie,0,0,0,0,0,0,0,0,6,Xbox One,PlayStation 4,Nintendo Switch,Linux,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Nintendo Store,Steam,Xbox Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,cooperative,Online Co-Op,Online multiplayer,Split Screen,Local Co-Op,Local Multiplayer,party,communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,735039,127581,Sold Out,Ghost Town Games,0
7 Days to Die,2013-12-13,3,4,454,73,2024-08-24 07:58:33,461,Mature,'Shooter',RPG,Indie,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,RPG,Co-op,Open World,cooperative,Partial Controller Support,Horror,FPS,Online Co-Op,Gore,Sandbox,Survival,Early Access,Cross-Platform Multiplayer,Zombies,Includes level editor,Survival Horror,Crafting,Building,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,729536,110908,Telltale Games,The Fun Pimps,80000
7 Days to Die,2013-12-13,3,4,454,73,2024-08-24 07:58:33,461,Mature,'Shooter',RPG,Indie,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,RPG,Co-op,Open World,cooperative,Partial Controller Support,Horror,FPS,Online Co-Op,Gore,Sandbox,Survival,Early Access,Cross-Platform Multiplayer,Zombies,Includes level editor,Survival Horror,Crafting,Building,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,729536,110908,Telltale Games,The Fun Pimps,20000
Mass Effect: Andromeda,2017-03-21,3,3,1133,73,2024-08-09 12:46:31,1151,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Story Rich,Sci-fi,Space,3rd-Person Perspective,Romance,first person mod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,547486,110908,Electronic Arts,BioWare Corp.,670000
Mass Effect: Andromeda,2017-03-21,3,3,1133,73,2024-08-09 12:46:31,1151,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Story Rich,Sci-fi,Space,3rd-Person Perspective,Romance,first person mod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,547486,110908,Electronic Arts,BioWare Corp.,200000
Mass Effect: Andromeda,2017-03-21,3,3,1133,73,2024-08-09 12:46:31,1151,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Story Rich,Sci-fi,Space,3rd-Person Perspective,Romance,first person mod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,547486,110908,Electronic Arts,BioWare Corp.,80000
Mirror's Edge Catalyst,2016-06-07,3,4,825,72,2024-07-07 13:38:19,840,Teen,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Open World,First-Person,Sci-fi,Female Protagonist,Action-Adventure,combat,Parkour,Cyberpunk,Dystopian,Story,Steam Trading Cards,Stylized,puzzles,3D Platformer,city,Soundtrack,Puzzle Platformer,Martial Arts,future,Runner,guns,avoid,colors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,EA DICE,190000
Mirror's Edge Catalyst,2016-06-07,3,4,825,72,2024-07-07 13:38:19,840,Teen,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Open World,First-Person,Sci-fi,Female Protagonist,Action-Adventure,combat,Parkour,Cyberpunk,Dystopian,Story,Steam Trading Cards,Stylized,puzzles,3D Platformer,city,Soundtrack,Puzzle Platformer,Martial Arts,future,Runner,guns,avoid,colors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,EA DICE,60000
Mirror's Edge Catalyst,2016-06-07,3,4,825,72,2024-07-07 13:38:19,840,Teen,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Open World,First-Person,Sci-fi,Female Protagonist,Action-Adventure,combat,Parkour,Cyberpunk,Dystopian,Story,Steam Trading Cards,Stylized,puzzles,3D Platformer,city,Soundtrack,Puzzle Platformer,Martial Arts,future,Runner,guns,avoid,colors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,EA DICE,60000
Fallout 76,2018-11-14,2,4,633,51,2024-08-28 10:26:40,644,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Steam Achievements,Multiplayer,Atmospheric,RPG,Co-op,Open World,cooperative,First-Person,Partial Controller Support,Horror,Online Co-Op,Funny,Gore,Exploration,Survival,Comedy,Violent,Action-Adventure,PvP,Anime,Nudity,In-App Purchases,Post-apocalyptic,Memes,Sexual Content,Online PvP,mmo,MMORPG,Base Building,Masterpiece,retro-futurism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,547486,110908,Bethesda Softworks,Bethesda Game Studios,260000
Fallout 76,2018-11-14,2,4,633,51,2024-08-28 10:26:40,644,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Steam Achievements,Multiplayer,Atmospheric,RPG,Co-op,Open World,cooperative,First-Person,Partial Controller Support,Horror,Online Co-Op,Funny,Gore,Exploration,Survival,Comedy,Violent,Action-Adventure,PvP,Anime,Nudity,In-App Purchases,Post-apocalyptic,Memes,Sexual Content,Online PvP,mmo,MMORPG,Base Building,Masterpiece,retro-futurism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,547486,110908,Bethesda Softworks,Bethesda Game Studios,70000
Dishonored: Death of the Outsider,2017-09-14,4,4,594,83,2024-07-06 00:11:50,598,Mature,'Action',0,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,PlayStation Store,GOG,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Story Rich,Open World,First-Person,Gore,Female Protagonist,Violent,Stealth,Dark,Magic,Steampunk,Assassin,Immersive Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,547486,118535,Bethesda Softworks,Arkane Studios,180000
Dishonored: Death of the Outsider,2017-09-14,4,4,594,83,2024-07-06 00:11:50,598,Mature,'Action',0,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,PlayStation Store,GOG,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Story Rich,Open World,First-Person,Gore,Female Protagonist,Violent,Stealth,Dark,Magic,Steampunk,Assassin,Immersive Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,547486,118535,Bethesda Softworks,Arkane Studios,60000
Darksiders III,2018-11-27,3,4,546,65,2024-08-29 00:15:53,556,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,GOG,PlayStation Store,Xbox Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,RPG,Story Rich,Open World,Third Person,Gore,Female Protagonist,Violent,Action-Adventure,Hack and Slash,Post-apocalyptic,Dark Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,552989,118535,THQ Nordic,Gunfire Games,10000
Tropico 5,2014-05-22,3,4,528,75,2024-08-22 17:28:29,528,Teen,'RPG',Strategy,Simulation,0,0,0,0,0,0,0,0,6,PlayStation 4,PC,macOS,Linux,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Steam,GOG,Xbox 360 Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,cooperative,Funny,Sandbox,Comedy,Steam Workshop,Cross-Platform Multiplayer,Includes level editor,Historical,RTS,Management,achievements,Economy,Resource Management,City Builder,Politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,726704,191145,Kalypso Media,Haemimont Games,180000
The Surge,2017-05-15,3,3,584,72,2024-08-20 09:10:22,589,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,RPG,Open World,Third Person,Sci-fi,Horror,Gore,Difficult,Exploration,Violent,Hack and Slash,Cyberpunk,Robots,Souls-like,Mechs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,547486,117190,Focus Home Interactive,DECK13 Interactive,80000
RiME,2017-05-25,3,4,768,78,2024-07-03 20:25:56,776,Everyone 10+,'Adventure',Puzzle,0,0,0,0,0,0,0,0,0,6,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,GOG,Nintendo Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Open World,Fantasy,Exploration,controller support,Colorful,Relaxing,puzzles,3D Platformer,cloud saves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,552989,127581,Grey Box,Tequila Works,30000
RiME,2017-05-25,3,4,768,78,2024-07-03 20:25:56,776,Everyone 10+,'Adventure',Puzzle,0,0,0,0,0,0,0,0,0,6,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,GOG,Nintendo Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Open World,Fantasy,Exploration,controller support,Colorful,Relaxing,puzzles,3D Platformer,cloud saves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,552989,127581,Grey Box,Tequila Works,70000
Tom Clancy's Ghost Recon Wildlands,2017-03-06,3,4,680,72,2024-08-26 15:07:14,690,Mature,'Action',Shooter,Massively Multiplayer,0,0,0,0,0,0,0,0,4,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Epic Games,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Open World,cooperative,First-Person,Third Person,Partial Controller Support,FPS,Online Co-Op,Sandbox,Survival,Stealth,Tactical,Third-Person Shooter,PvP,Military,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,112253,Ubisoft,Ubisoft Paris,1350000
Tom Clancy's Ghost Recon Wildlands,2017-03-06,3,4,680,72,2024-08-26 15:07:14,690,Mature,'Action',Shooter,Massively Multiplayer,0,0,0,0,0,0,0,0,4,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Epic Games,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Open World,cooperative,First-Person,Third Person,Partial Controller Support,FPS,Online Co-Op,Sandbox,Survival,Stealth,Tactical,Third-Person Shooter,PvP,Military,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,112253,Ubisoft,Ubisoft Paris,480000
Tom Clancy's Ghost Recon Wildlands,2017-03-06,3,4,680,72,2024-08-26 15:07:14,690,Mature,'Action',Shooter,Massively Multiplayer,0,0,0,0,0,0,0,0,4,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Epic Games,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Open World,cooperative,First-Person,Third Person,Partial Controller Support,FPS,Online Co-Op,Sandbox,Survival,Stealth,Tactical,Third-Person Shooter,PvP,Military,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,112253,Ubisoft,Ubisoft Paris,40000
This is the Police,2016-08-01,3,4,690,66,2024-07-10 21:33:01,693,Mature,'Adventure',Strategy,Simulation,Indie,0,0,0,0,0,0,0,8,Android,Linux,macOS,PC,iOS,Xbox One,PlayStation 4,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Steam,GOG,PlayStation Store,App Store,Xbox Store,Google Play,Epic Games,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Horror,Comedy,Choices Matter,Mature,Memes,Crime,Management,Visual Novel,Detective,achievements,Kickstarter,Noir,Political,leaderboards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,864773,220237,THQ Nordic,Weappy Studio,0
South Park: The Fractured But Whole,2017-03-31,4,4,788,80,2024-08-18 18:39:35,797,Mature,'Adventure',RPG,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,2D,Horror,Funny,Comedy,role-playing,Nudity,Turn-Based,Mature,Memes,Dark Humor,Illuminati,Superhero,Cartoon,Satire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,119954,Ubisoft,Ubisoft San Francisco,570000
South Park: The Fractured But Whole,2017-03-31,4,4,788,80,2024-08-18 18:39:35,797,Mature,'Adventure',RPG,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,2D,Horror,Funny,Comedy,role-playing,Nudity,Turn-Based,Mature,Memes,Dark Humor,Illuminati,Superhero,Cartoon,Satire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,119954,Ubisoft,Ubisoft San Francisco,170000
South Park: The Fractured But Whole,2017-03-31,4,4,788,80,2024-08-18 18:39:35,797,Mature,'Adventure',RPG,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,2D,Horror,Funny,Comedy,role-playing,Nudity,Turn-Based,Mature,Memes,Dark Humor,Illuminati,Superhero,Cartoon,Satire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,119954,Ubisoft,Ubisoft San Francisco,50000
Just Cause 4,2018-12-04,3,3,499,68,2024-08-27 22:17:33,504,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,steam-trading-cards,Story Rich,Open World,cooperative,Gore,Sandbox,Violent,Action-Adventure,Third-Person Shooter,Physics,3rd-Person Perspective,Destruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,547486,112253,Square Enix,Avalanche Studios,260000
